Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Cellular Response To Lipid (GO:0071396)	4/228	1.310949e-03	2.197250e-02	0	0	9.273496e+00	6.154823e+01	DEFA4;PPBP;DEFA1;PF4V1
GO_Biological_Process_2023	Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class II (GO:0019886)	2/26	1.355132e-03	2.197250e-02	0	0	4.152917e+01	2.742527e+02	HLA-DRB5;HLA-DRB1
GO_Biological_Process_2023	Mucosal Immune Response (GO:0002385)	2/28	1.571937e-03	2.230186e-02	0	0	3.833077e+01	2.474422e+02	DEFA4;DEFA1
GO_Biological_Process_2023	Antigen Processing And Presentation Of Peptide Antigen Via MHC Class II (GO:0002495)	2/28	1.571937e-03	2.230186e-02	0	0	3.833077e+01	2.474422e+02	HLA-DRB5;HLA-DRB1
GO_Biological_Process_2023	Immunoglobulin Mediated Immune Response (GO:0016064)	2/30	1.804172e-03	2.409100e-02	0	0	3.558929e+01	2.248408e+02	HLA-DRB5;HLA-DRB1
GO_Biological_Process_2023	Antigen Processing And Presentation Of Exogenous Peptide Antigen (GO:0002478)	2/31	1.926036e-03	2.428946e-02	0	0	3.436034e+01	2.148309e+02	HLA-DRB5;HLA-DRB1
GO_Biological_Process_2023	One-Carbon Compound Transport (GO:0019755)	2/35	2.451434e-03	2.928819e-02	0	0	3.018939e+01	1.814709e+02	HBZ;SLC14A1
GO_Biological_Process_2023	Positive Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903039)	2/44	3.851281e-03	4.163051e-02	0	0	2.370952e+01	1.318095e+02	HLA-DRB5;HLA-DRB1
GO_Biological_Process_2023	Regulation Of Viral Entry Into Host Cell (GO:0046596)	2/44	3.851281e-03	4.163051e-02	0	0	2.370952e+01	1.318095e+02	TRIM58;HLA-DRB1
GO_Biological_Process_2023	Myofibril Assembly (GO:0030239)	2/46	4.202445e-03	4.318440e-02	0	0	2.262955e+01	1.238309e+02	TMOD1;MYL9
GO_Biological_Process_2023	Positive Regulation Of Lymphocyte Activation (GO:0051251)	2/47	4.383402e-03	4.318440e-02	0	0	2.212556e+01	1.201402e+02	HLA-DRB5;HLA-DRB1
GO_Biological_Process_2023	Erythrocyte Differentiation (GO:0030218)	2/49	4.755991e-03	4.318440e-02	0	0	2.118191e+01	1.132883e+02	ALAS2;AHSP
GO_Biological_Process_2023	Antibacterial Humoral Response (GO:0019731)	2/49	4.755991e-03	4.318440e-02	0	0	2.118191e+01	1.132883e+02	DEFA4;DEFA1
GO_Biological_Process_2023	Chemokine-Mediated Signaling Pathway (GO:0070098)	2/57	6.386485e-03	5.369378e-02	0	0	1.809364e+01	9.143748e+01	PPBP;PF4V1
GO_Biological_Process_2023	Myeloid Cell Differentiation (GO:0030099)	2/57	6.386485e-03	5.369378e-02	0	0	1.809364e+01	9.143748e+01	ALAS2;AHSP
GO_Biological_Process_2023	Cellular Response To Chemokine (GO:1990869)	2/59	6.828551e-03	5.536004e-02	0	0	1.745702e+01	8.705191e+01	PPBP;PF4V1
GO_Biological_Process_2023	Regulation Of T Cell Activation (GO:0050863)	2/62	7.517008e-03	5.884003e-02	0	0	1.658167e+01	8.109408e+01	HLA-DRB5;HLA-DRB1
GO_Biological_Process_2023	Neutrophil Chemotaxis (GO:0030593)	2/70	9.498911e-03	6.637035e-02	0	0	1.462500e+01	6.810245e+01	PPBP;PF4V1
GO_Biological_Process_2023	Cellular Response To Oxygen-Containing Compound (GO:1901701)	4/406	1.019487e-02	6.637035e-02	0	0	5.120712e+00	2.348292e+01	DEFA4;PPBP;DEFA1;PF4V1
GO_Biological_Process_2023	Granulocyte Chemotaxis (GO:0071621)	2/73	1.029579e-02	6.637035e-02	0	0	1.400493e+01	6.408685e+01	PPBP;PF4V1
GO_Biological_Process_2023	Positive Regulation Of CD4-positive, CD25-positive, Alpha-Beta Regulatory T Cell Differentiation (GO:0032831)	1/5	1.045693e-02	6.637035e-02	0	0	1.216707e+02	5.548782e+02	HLA-DRB1
GO_Biological_Process_2023	Positive Regulation Of T Cell Mediated Immune Response To Tumor Cell (GO:0002842)	1/5	1.045693e-02	6.637035e-02	0	0	1.216707e+02	5.548782e+02	HLA-DRB1
GO_Biological_Process_2023	Ammonium Homeostasis (GO:0097272)	1/5	1.045693e-02	6.637035e-02	0	0	1.216707e+02	5.548782e+02	RHD
GO_Biological_Process_2023	Defense Response To Gram-negative Bacterium (GO:0050829)	2/75	1.084299e-02	6.637035e-02	0	0	1.361986e+01	6.161948e+01	DEFA4;DEFA1
GO_Biological_Process_2023	Actomyosin Structure Organization (GO:0031032)	2/77	1.140284e-02	6.637035e-02	0	0	1.325533e+01	5.930295e+01	TMOD1;MYL9
GO_Biological_Process_2023	Regulation Of T Cell Proliferation (GO:0042129)	2/77	1.140284e-02	6.637035e-02	0	0	1.325533e+01	5.930295e+01	CLC;HLA-DRB1
GO_Biological_Process_2023	Neutrophil Migration (GO:1990266)	2/77	1.140284e-02	6.637035e-02	0	0	1.325533e+01	5.930295e+01	PPBP;PF4V1
GO_Biological_Process_2023	Positive Regulation Of Immune Response To Tumor Cell (GO:0002839)	1/6	1.253548e-02	6.775127e-02	0	0	9.733171e+01	4.262343e+02	HLA-DRB1
GO_Biological_Process_2023	Regulation Of T Cell Mediated Immune Response To Tumor Cell (GO:0002840)	1/6	1.253548e-02	6.775127e-02	0	0	9.733171e+01	4.262343e+02	HLA-DRB1
GO_Biological_Process_2023	Regulation Of T-helper Cell Differentiation (GO:0045622)	1/6	1.253548e-02	6.775127e-02	0	0	9.733171e+01	4.262343e+02	HLA-DRB1
GO_Biological_Process_2023	Defense Response To Gram-positive Bacterium (GO:0050830)	2/85	1.376636e-02	6.909201e-02	0	0	1.197289e+01	5.131015e+01	DEFA4;DEFA1
GO_Biological_Process_2023	Lymphocyte Apoptotic Process (GO:0070227)	1/7	1.460976e-02	6.909201e-02	0	0	8.110569e+01	3.427579e+02	CLC
GO_Biological_Process_2023	Positive Regulation Of CD4-positive, Alpha-Beta T Cell Differentiation (GO:0043372)	1/7	1.460976e-02	6.909201e-02	0	0	8.110569e+01	3.427579e+02	HLA-DRB1
GO_Biological_Process_2023	T Cell Apoptotic Process (GO:0070231)	1/7	1.460976e-02	6.909201e-02	0	0	8.110569e+01	3.427579e+02	CLC
GO_Biological_Process_2023	Regulation Of CD4-positive, Alpha-Beta T Cell Activation (GO:2000514)	1/7	1.460976e-02	6.909201e-02	0	0	8.110569e+01	3.427579e+02	HLA-DRB1
GO_Biological_Process_2023	Negative Regulation Of cAMP-dependent Protein Kinase Activity (GO:2000480)	1/7	1.460976e-02	6.909201e-02	0	0	8.110569e+01	3.427579e+02	PRKAR2B
GO_Biological_Process_2023	Positive Regulation Of Memory T Cell Differentiation (GO:0043382)	1/8	1.667980e-02	7.727172e-02	0	0	6.951568e+01	2.845664e+02	HLA-DRB1
GO_Biological_Process_2023	Positive Regulation Of Monocyte Differentiation (GO:0045657)	1/9	1.874559e-02	7.984975e-02	0	0	6.082317e+01	2.418814e+02	HLA-DRB1
GO_Biological_Process_2023	T-helper 1 Type Immune Response (GO:0042088)	1/9	1.874559e-02	7.984975e-02	0	0	6.082317e+01	2.418814e+02	HLA-DRB1
GO_Biological_Process_2023	[2Fe-2S] Cluster Assembly (GO:0044571)	1/9	1.874559e-02	7.984975e-02	0	0	6.082317e+01	2.418814e+02	GLRX5
GO_Biological_Process_2023	Regulation Of Memory T Cell Differentiation (GO:0043380)	1/9	1.874559e-02	7.984975e-02	0	0	6.082317e+01	2.418814e+02	HLA-DRB1
GO_Biological_Process_2023	CRD-mediated mRNA Stabilization (GO:0070934)	1/10	2.080714e-02	7.984975e-02	0	0	5.406233e+01	2.093542e+02	IGF2BP2
GO_Biological_Process_2023	Oxygen Transport (GO:0015671)	1/10	2.080714e-02	7.984975e-02	0	0	5.406233e+01	2.093542e+02	HBZ
GO_Biological_Process_2023	L-serine Metabolic Process (GO:0006563)	1/10	2.080714e-02	7.984975e-02	0	0	5.406233e+01	2.093542e+02	PSPH
GO_Biological_Process_2023	T Cell Chemotaxis (GO:0010818)	1/10	2.080714e-02	7.984975e-02	0	0	5.406233e+01	2.093542e+02	DEFA1
GO_Biological_Process_2023	Ammonium Transmembrane Transport (GO:0072488)	1/10	2.080714e-02	7.984975e-02	0	0	5.406233e+01	2.093542e+02	RHD
GO_Biological_Process_2023	Serine Family Amino Acid Biosynthetic Process (GO:0009070)	1/10	2.080714e-02	7.984975e-02	0	0	5.406233e+01	2.093542e+02	PSPH
GO_Biological_Process_2023	Positive Regulation Of T Cell Activation (GO:0050870)	2/107	2.124323e-02	7.984975e-02	0	0	9.453810e+00	3.641340e+01	HLA-DRB5;HLA-DRB1
GO_Biological_Process_2023	Carbon Dioxide Transport (GO:0015670)	1/11	2.286447e-02	7.984975e-02	0	0	4.865366e+01	1.838219e+02	HBZ
GO_Biological_Process_2023	Erythrocyte Development (GO:0048821)	1/11	2.286447e-02	7.984975e-02	0	0	4.865366e+01	1.838219e+02	ALAS2
GO_Biological_Process_2023	Regulation Of CD4-positive, Alpha-Beta T Cell Differentiation (GO:0043370)	1/11	2.286447e-02	7.984975e-02	0	0	4.865366e+01	1.838219e+02	HLA-DRB1
GO_Biological_Process_2023	Regulation Of T Cell Mediated Immunity (GO:0002709)	1/11	2.286447e-02	7.984975e-02	0	0	4.865366e+01	1.838219e+02	CLC
GO_Biological_Process_2023	Regulation Of Muscle System Process (GO:0090257)	1/11	2.286447e-02	7.984975e-02	0	0	4.865366e+01	1.838219e+02	MYL9
GO_Biological_Process_2023	Positive Regulation By Symbiont Of Entry Into Host (GO:0075294)	1/12	2.491757e-02	8.197520e-02	0	0	4.422838e+01	1.632992e+02	HLA-DRB1
GO_Biological_Process_2023	Positive Regulation Of CD4-positive, Alpha-Beta T Cell Activation (GO:2000516)	1/12	2.491757e-02	8.197520e-02	0	0	4.422838e+01	1.632992e+02	HLA-DRB1
GO_Biological_Process_2023	Detection Of Bacterium (GO:0016045)	1/12	2.491757e-02	8.197520e-02	0	0	4.422838e+01	1.632992e+02	HLA-DRB1
GO_Biological_Process_2023	Positive Regulation Of Viral Entry Into Host Cell (GO:0046598)	1/12	2.491757e-02	8.197520e-02	0	0	4.422838e+01	1.632992e+02	HLA-DRB1
GO_Biological_Process_2023	Positive Regulation Of Insulin Secretion Involved In Cellular Response To Glucose Stimulus (GO:0035774)	1/13	2.696647e-02	8.385463e-02	0	0	4.054065e+01	1.464799e+02	HLA-DRB1
GO_Biological_Process_2023	Regulation Of Immune Effector Process (GO:0002697)	1/13	2.696647e-02	8.385463e-02	0	0	4.054065e+01	1.464799e+02	HLA-DRB1
GO_Biological_Process_2023	Regulation Of cAMP-dependent Protein Kinase Activity (GO:2000479)	1/13	2.696647e-02	8.385463e-02	0	0	4.054065e+01	1.464799e+02	PRKAR2B
GO_Biological_Process_2023	Killing By Host Of Symbiont Cells (GO:0051873)	1/13	2.696647e-02	8.385463e-02	0	0	4.054065e+01	1.464799e+02	DEFA1
GO_Biological_Process_2023	Protein Maturation By Iron-Sulfur Cluster Transfer (GO:0097428)	1/14	2.901116e-02	8.780711e-02	0	0	3.742026e+01	1.324705e+02	GLRX5
GO_Biological_Process_2023	Serine Family Amino Acid Metabolic Process (GO:0009069)	1/14	2.901116e-02	8.780711e-02	0	0	3.742026e+01	1.324705e+02	PSPH
GO_Biological_Process_2023	Gas Transport (GO:0015669)	1/15	3.105166e-02	9.036829e-02	0	0	3.474564e+01	1.206405e+02	HBZ
GO_Biological_Process_2023	Defense Response To Protozoan (GO:0042832)	1/15	3.105166e-02	9.036829e-02	0	0	3.474564e+01	1.206405e+02	DEFA1
GO_Biological_Process_2023	Regulation Of Monocyte Differentiation (GO:0045655)	1/15	3.105166e-02	9.036829e-02	0	0	3.474564e+01	1.206405e+02	HLA-DRB1
GO_Biological_Process_2023	Antigen Receptor-Mediated Signaling Pathway (GO:0050851)	2/134	3.221723e-02	9.159718e-02	0	0	7.509848e+00	2.579824e+01	IGKC;HLA-DRB1
GO_Biological_Process_2023	Non-Membrane-Bounded Organelle Assembly (GO:0140694)	2/135	3.265886e-02	9.159718e-02	0	0	7.453008e+00	2.550150e+01	TMOD1;MYL9
GO_Biological_Process_2023	Negative Regulation Of Inflammatory Response To Antigenic Stimulus (GO:0002862)	1/16	3.308797e-02	9.159718e-02	0	0	3.242764e+01	1.105324e+02	HLA-DRB1
GO_Biological_Process_2023	Regulation Of Nucleocytoplasmic Transport (GO:0046822)	1/16	3.308797e-02	9.159718e-02	0	0	3.242764e+01	1.105324e+02	IFI27
GO_Biological_Process_2023	Regulation Of Inflammatory Response To Antigenic Stimulus (GO:0002861)	1/17	3.512010e-02	9.270074e-02	0	0	3.039939e+01	1.018070e+02	HLA-DRB1
GO_Biological_Process_2023	T Cell Migration (GO:0072678)	1/17	3.512010e-02	9.270074e-02	0	0	3.039939e+01	1.018070e+02	DEFA1
GO_Biological_Process_2023	Positive Regulation Of Regulatory T Cell Differentiation (GO:0045591)	1/17	3.512010e-02	9.270074e-02	0	0	3.039939e+01	1.018070e+02	HLA-DRB1
GO_Biological_Process_2023	Intracellular Estrogen Receptor Signaling Pathway (GO:0030520)	1/17	3.512010e-02	9.270074e-02	0	0	3.039939e+01	1.018070e+02	DEFA1
GO_Biological_Process_2023	Regulation Of T Cell Cytokine Production (GO:0002724)	1/18	3.714807e-02	9.692657e-02	0	0	2.860976e+01	9.420745e+01	CLC
GO_Biological_Process_2023	Heme Biosynthetic Process (GO:0006783)	1/19	3.917187e-02	9.991029e-02	0	0	2.701897e+01	8.753596e+01	ALAS2
GO_Biological_Process_2023	Positive Regulation Of Alpha-Beta T Cell Activation (GO:0046635)	1/19	3.917187e-02	9.991029e-02	0	0	2.701897e+01	8.753596e+01	HLA-DRB1
GO_Biological_Process_2023	Macrophage Differentiation (GO:0030225)	1/21	4.320703e-02	1.036826e-01	0	0	2.431463e+01	7.639055e+01	HLA-DRB1
GO_Biological_Process_2023	Porphyrin-Containing Compound Biosynthetic Process (GO:0006779)	1/21	4.320703e-02	1.036826e-01	0	0	2.431463e+01	7.639055e+01	ALAS2
GO_Biological_Process_2023	Modulation By Host Of Viral Genome Replication (GO:0044827)	1/21	4.320703e-02	1.036826e-01	0	0	2.431463e+01	7.639055e+01	IFI27
GO_Biological_Process_2023	Modulation By Symbiont Of Entry Into Host (GO:0052372)	1/21	4.320703e-02	1.036826e-01	0	0	2.431463e+01	7.639055e+01	TRIM58
GO_Biological_Process_2023	Antigen Processing And Presentation Of Endogenous Peptide Antigen (GO:0002483)	1/21	4.320703e-02	1.036826e-01	0	0	2.431463e+01	7.639055e+01	HLA-DRB1
GO_Biological_Process_2023	Regulation Of Protein Export From Nucleus (GO:0046825)	1/22	4.521841e-02	1.036826e-01	0	0	2.315563e+01	7.169565e+01	IFI27
GO_Biological_Process_2023	Glucose Transmembrane Transport (GO:1904659)	1/22	4.521841e-02	1.036826e-01	0	0	2.315563e+01	7.169565e+01	PPBP
GO_Biological_Process_2023	Modulation By Host Of Viral Process (GO:0044788)	1/22	4.521841e-02	1.036826e-01	0	0	2.315563e+01	7.169565e+01	IFI27
GO_Biological_Process_2023	Hexose Transmembrane Transport (GO:0008645)	1/22	4.521841e-02	1.036826e-01	0	0	2.315563e+01	7.169565e+01	PPBP
GO_Biological_Process_2023	Positive Regulation Of Viral Life Cycle (GO:1903902)	1/22	4.521841e-02	1.036826e-01	0	0	2.315563e+01	7.169565e+01	HLA-DRB1
GO_Biological_Process_2023	Regulation Of Interleukin-4 Production (GO:0032673)	1/23	4.722565e-02	1.061408e-01	0	0	2.210200e+01	6.747337e+01	HLA-DRB1
GO_Biological_Process_2023	Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains (GO:0002460)	1/23	4.722565e-02	1.061408e-01	0	0	2.210200e+01	6.747337e+01	HLA-DRB1
GO_Biological_Process_2023	Regulation Of Cytokine Production (GO:0001817)	2/167	4.799706e-02	1.068170e-01	0	0	5.997879e+00	1.821325e+01	IGF2BP2;HLA-DRB1
GO_Biological_Process_2023	Regulation Of Cytokine Production Involved In Immune Response (GO:0002718)	1/24	4.922878e-02	1.074513e-01	0	0	2.113998e+01	6.365833e+01	CLC
GO_Biological_Process_2023	Regulation Of Viral Life Cycle (GO:1903900)	1/24	4.922878e-02	1.074513e-01	0	0	2.113998e+01	6.365833e+01	TRIM58
GO_Biological_Process_2023	Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123)	2/175	5.217317e-02	1.127934e-01	0	0	5.718208e+00	1.688694e+01	TRIM58;HLA-DRB1
GO_Biological_Process_2023	Metallo-Sulfur Cluster Assembly (GO:0031163)	1/27	5.521352e-02	1.149859e-01	0	0	1.869794e+01	5.415946e+01	GLRX5
GO_Biological_Process_2023	Regulation Of Insulin Secretion Involved In Cellular Response To Glucose Stimulus (GO:0061178)	1/27	5.521352e-02	1.149859e-01	0	0	1.869794e+01	5.415946e+01	HLA-DRB1
GO_Biological_Process_2023	Myeloid Cell Development (GO:0061515)	1/27	5.521352e-02	1.149859e-01	0	0	1.869794e+01	5.415946e+01	ALAS2
GO_Biological_Process_2023	Iron-Sulfur Cluster Assembly (GO:0016226)	1/27	5.521352e-02	1.149859e-01	0	0	1.869794e+01	5.415946e+01	GLRX5
GO_Biological_Process_2023	Pyroptosis (GO:0070269)	1/28	5.720024e-02	1.169771e-01	0	0	1.800452e+01	5.151447e+01	IFI27
GO_Biological_Process_2023	Negative Regulation Of Type II Interferon Production (GO:0032689)	1/28	5.720024e-02	1.169771e-01	0	0	1.800452e+01	5.151447e+01	HLA-DRB1
GO_Biological_Process_2023	Defense Response To Fungus (GO:0050832)	1/29	5.918290e-02	1.188895e-01	0	0	1.736063e+01	4.908062e+01	DEFA4
GO_Biological_Process_2023	Regulation Of Muscle Contraction (GO:0006937)	1/29	5.918290e-02	1.188895e-01	0	0	1.736063e+01	4.908062e+01	MYL9
GO_Biological_Process_2023	Amide Transport (GO:0042886)	1/32	6.510646e-02	1.296418e-01	0	0	1.567821e+01	4.282865e+01	SLC14A1
GO_Biological_Process_2023	Cardiac Muscle Contraction (GO:0060048)	1/33	6.707288e-02	1.301328e-01	0	0	1.518750e+01	4.103625e+01	MYL4
GO_Biological_Process_2023	Positive Regulation Of T Cell Mediated Cytotoxicity (GO:0001916)	1/33	6.707288e-02	1.301328e-01	0	0	1.518750e+01	4.103625e+01	HLA-DRB1
GO_Biological_Process_2023	Regulation Of Activated T Cell Proliferation (GO:0046006)	1/33	6.707288e-02	1.301328e-01	0	0	1.518750e+01	4.103625e+01	CLC
GO_Biological_Process_2023	Defense Response To Bacterium (GO:0042742)	2/204	6.832956e-02	1.314475e-01	0	0	4.890099e+00	1.312215e+01	DEFA4;DEFA1
GO_Biological_Process_2023	Sister Chromatid Segregation (GO:0000819)	1/34	6.903526e-02	1.316891e-01	0	0	1.472653e+01	3.936606e+01	CENPK
GO_Biological_Process_2023	Platelet Aggregation (GO:0070527)	1/35	7.099361e-02	1.342962e-01	0	0	1.429268e+01	3.780651e+01	MYL9
GO_Biological_Process_2023	Regulation Of Intracellular Protein Transport (GO:0033157)	1/36	7.294794e-02	1.346275e-01	0	0	1.388362e+01	3.634746e+01	IFI27
GO_Biological_Process_2023	Regulation Of T Cell Mediated Cytotoxicity (GO:0001914)	1/36	7.294794e-02	1.346275e-01	0	0	1.388362e+01	3.634746e+01	HLA-DRB1
GO_Biological_Process_2023	Negative Regulation Of T Cell Proliferation (GO:0042130)	1/36	7.294794e-02	1.346275e-01	0	0	1.388362e+01	3.634746e+01	HLA-DRB1
GO_Biological_Process_2023	Positive Regulation Of Immune Effector Process (GO:0002699)	1/37	7.489826e-02	1.360152e-01	0	0	1.349729e+01	3.497991e+01	HLA-DRB1
GO_Biological_Process_2023	Type I Interferon-Mediated Signaling Pathway (GO:0060337)	1/37	7.489826e-02	1.360152e-01	0	0	1.349729e+01	3.497991e+01	IFI27
GO_Biological_Process_2023	Cellular Response To Type I Interferon (GO:0071357)	1/38	7.684457e-02	1.384422e-01	0	0	1.313184e+01	3.369591e+01	IFI27
GO_Biological_Process_2023	Negative Regulation Of Lymphocyte Proliferation (GO:0050672)	1/39	7.878688e-02	1.386405e-01	0	0	1.278562e+01	3.248838e+01	HLA-DRB1
GO_Biological_Process_2023	Positive Regulation Of ATP-dependent Activity (GO:0032781)	1/39	7.878688e-02	1.386405e-01	0	0	1.278562e+01	3.248838e+01	MYL4
GO_Biological_Process_2023	Retina Homeostasis (GO:0001895)	1/39	7.878688e-02	1.386405e-01	0	0	1.278562e+01	3.248838e+01	IGKC
GO_Biological_Process_2023	Positive Regulation Of Insulin Secretion (GO:0032024)	1/40	8.072520e-02	1.388229e-01	0	0	1.245716e+01	3.135099e+01	HLA-DRB1
GO_Biological_Process_2023	Positive Regulation Of Myeloid Leukocyte Differentiation (GO:0002763)	1/40	8.072520e-02	1.388229e-01	0	0	1.245716e+01	3.135099e+01	HLA-DRB1
GO_Biological_Process_2023	Endothelial Cell Migration (GO:0043542)	1/40	8.072520e-02	1.388229e-01	0	0	1.245716e+01	3.135099e+01	S100P
GO_Biological_Process_2023	Protein Polyubiquitination (GO:0000209)	2/226	8.154468e-02	1.391778e-01	0	0	4.404911e+00	1.104137e+01	IFI27;TRIM58
GO_Biological_Process_2023	Heart Contraction (GO:0060047)	1/41	8.265955e-02	1.400277e-01	0	0	1.214512e+01	3.027809e+01	MYL4
GO_Biological_Process_2023	Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122)	2/232	8.527780e-02	1.433519e-01	0	0	4.288696e+00	1.055809e+01	TRIM58;HLA-DRB1
GO_Biological_Process_2023	Positive Regulation Of T Cell Mediated Immunity (GO:0002711)	1/43	8.651632e-02	1.433519e-01	0	0	1.156562e+01	2.830596e+01	HLA-DRB1
GO_Biological_Process_2023	Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0030518)	1/43	8.651632e-02	1.433519e-01	0	0	1.156562e+01	2.830596e+01	DEFA1
GO_Biological_Process_2023	Inflammatory Response (GO:0006954)	2/236	8.779540e-02	1.444171e-01	0	0	4.214530e+00	1.025288e+01	PPBP;PF4V1
GO_Biological_Process_2023	Lymphocyte Chemotaxis (GO:0048247)	1/44	8.843876e-02	1.444288e-01	0	0	1.129609e+01	2.739803e+01	DEFA1
GO_Biological_Process_2023	Mitotic Nuclear Division (GO:0140014)	1/45	9.035726e-02	1.454563e-01	0	0	1.103880e+01	2.653710e+01	CENPK
GO_Biological_Process_2023	Epithelial Cell Migration (GO:0010631)	1/46	9.227181e-02	1.454563e-01	0	0	1.079295e+01	2.571979e+01	S100P
GO_Biological_Process_2023	B Cell Receptor Signaling Pathway (GO:0050853)	1/46	9.227181e-02	1.454563e-01	0	0	1.079295e+01	2.571979e+01	IGKC
GO_Biological_Process_2023	Regulation Of Interleukin-10 Production (GO:0032653)	1/46	9.227181e-02	1.454563e-01	0	0	1.079295e+01	2.571979e+01	HLA-DRB1
GO_Biological_Process_2023	Homotypic Cell-Cell Adhesion (GO:0034109)	1/46	9.227181e-02	1.454563e-01	0	0	1.079295e+01	2.571979e+01	MYL9
GO_Biological_Process_2023	Negative Regulation Of T Cell Activation (GO:0050868)	1/49	9.799190e-02	1.523573e-01	0	0	1.011687e+01	2.350018e+01	HLA-DRB1
GO_Biological_Process_2023	Interferon-Mediated Signaling Pathway (GO:0140888)	1/49	9.799190e-02	1.523573e-01	0	0	1.011687e+01	2.350018e+01	IFI27
GO_Biological_Process_2023	Positive Regulation Of Cell Death (GO:0010942)	1/50	9.989077e-02	1.532108e-01	0	0	9.909905e+00	2.282923e+01	HBZ
GO_Biological_Process_2023	Intracellular Iron Ion Homeostasis (GO:0006879)	1/50	9.989077e-02	1.532108e-01	0	0	9.909905e+00	2.282923e+01	ALAS2
GO_Biological_Process_2023	Cytokine-Mediated Signaling Pathway (GO:0019221)	2/257	1.013691e-01	1.540357e-01	0	0	3.863333e+00	8.843119e+00	PPBP;PF4V1
GO_Biological_Process_2023	Positive Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001912)	1/51	1.017857e-01	1.540357e-01	0	0	9.711220e+00	2.218902e+01	HLA-DRB1
GO_Biological_Process_2023	mRNA Stabilization (GO:0048255)	1/53	1.055640e-01	1.586955e-01	0	0	9.336773e+00	2.099316e+01	IGF2BP2
GO_Biological_Process_2023	Striated Muscle Contraction (GO:0006941)	1/57	1.130740e-01	1.688671e-01	0	0	8.668118e+00	1.889401e+01	MYL4
GO_Biological_Process_2023	Regulation Of Cell Death (GO:0010941)	1/59	1.168059e-01	1.733002e-01	0	0	8.368377e+00	1.796893e+01	HBZ
GO_Biological_Process_2023	Positive Regulation Of T Cell Differentiation (GO:0045582)	1/64	1.260687e-01	1.858285e-01	0	0	7.702284e+00	1.595088e+01	HLA-DRB1
GO_Biological_Process_2023	Negative Regulation Of Immune Response (GO:0050777)	1/66	1.297472e-01	1.900168e-01	0	0	7.464540e+00	1.524384e+01	HLA-DRB1
